example_id                                                                 | status | run_time        |
./spec/models/enliterator/tendable_spec.rb[1:4:4]                          | passed | 0.00264 seconds |
./spec/models/enliterator/tendable_spec.rb[1:5:1]                          | passed | 0.00118 seconds |
./spec/models/enliterator/tendable_spec.rb[1:5:2]                          | passed | 0.00332 seconds |
./spec/requests/enliterator/about_spec.rb[1:1]                             | passed | 0.0093 seconds  |
./spec/requests/enliterator/about_spec.rb[1:2]                             | passed | 0.00339 seconds |
./spec/requests/enliterator/about_spec.rb[1:3]                             | passed | 0.00604 seconds |
./spec/requests/enliterator/atlas_spec.rb[1:1]                             | passed | 0.00607 seconds |
./spec/requests/enliterator/atlas_spec.rb[1:2]                             | passed | 0.00916 seconds |
./spec/requests/enliterator/atlas_spec.rb[1:3]                             | passed | 0.00164 seconds |
./spec/requests/enliterator/atlas_spec.rb[1:4]                             | passed | 0.00533 seconds |
./spec/requests/enliterator/atlas_spec.rb[1:5]                             | passed | 0.00503 seconds |
./spec/requests/enliterator/atlas_spec.rb[1:6]                             | passed | 0.00707 seconds |
./spec/requests/enliterator/atlas_spec.rb[1:7]                             | passed | 0.01303 seconds |
./spec/requests/enliterator/atlas_spec.rb[1:8:1]                           | passed | 0.00539 seconds |
./spec/requests/enliterator/authority_corrections_spec.rb[1:1:1]           | passed | 0.00417 seconds |
./spec/requests/enliterator/authority_corrections_spec.rb[1:1:2]           | passed | 0.00274 seconds |
./spec/requests/enliterator/authority_corrections_spec.rb[1:2:1]           | passed | 0.00325 seconds |
./spec/requests/enliterator/authority_corrections_spec.rb[1:3:1]           | passed | 0.00366 seconds |
./spec/requests/enliterator/authority_corrections_spec.rb[1:3:2]           | passed | 0.00228 seconds |
./spec/requests/enliterator/authority_corrections_spec.rb[1:3:3]           | passed | 0.00423 seconds |
./spec/requests/enliterator/authority_corrections_spec.rb[1:3:4]           | passed | 0.00254 seconds |
./spec/requests/enliterator/authority_corrections_spec.rb[1:4:1]           | passed | 0.00563 seconds |
./spec/requests/enliterator/authority_corrections_spec.rb[1:4:2]           | passed | 0.0019 seconds  |
./spec/requests/enliterator/authority_corrections_spec.rb[1:5:1]           | passed | 0.00379 seconds |
./spec/requests/enliterator/authority_corrections_spec.rb[1:5:2]           | passed | 0.00416 seconds |
./spec/requests/enliterator/authority_corrections_spec.rb[1:6]             | passed | 0.00344 seconds |
./spec/requests/enliterator/authority_spec.rb[1:1]                         | passed | 0.00252 seconds |
./spec/requests/enliterator/authority_spec.rb[1:2]                         | passed | 0.01211 seconds |
./spec/requests/enliterator/catalog_spec.rb[1:1]                           | passed | 0.02607 seconds |
./spec/requests/enliterator/catalog_spec.rb[1:2]                           | passed | 0.00975 seconds |
./spec/requests/enliterator/catalog_spec.rb[1:3]                           | passed | 0.02455 seconds |
./spec/requests/enliterator/catalog_spec.rb[1:4]                           | passed | 0.01255 seconds |
./spec/requests/enliterator/catalog_spec.rb[1:5]                           | passed | 0.02326 seconds |
./spec/requests/enliterator/catalog_spec.rb[1:6]                           | passed | 0.02482 seconds |
./spec/requests/enliterator/catalog_spec.rb[1:7]                           | passed | 0.02868 seconds |
./spec/requests/enliterator/catalog_spec.rb[1:8]                           | passed | 0.03816 seconds |
./spec/requests/enliterator/catalog_spec.rb[1:9]                           | passed | 0.01207 seconds |
./spec/requests/enliterator/considerer_run_spec.rb[1:1:1]                  | passed | 0.00225 seconds |
./spec/requests/enliterator/considerer_run_spec.rb[1:1:2]                  | passed | 0.00239 seconds |
./spec/requests/enliterator/considerer_run_spec.rb[1:1:3]                  | passed | 0.00315 seconds |
./spec/requests/enliterator/considerer_run_spec.rb[1:1:4]                  | passed | 0.00244 seconds |
./spec/requests/enliterator/considerer_run_spec.rb[1:1:5]                  | passed | 0.00379 seconds |
./spec/requests/enliterator/considerer_run_spec.rb[1:2:1]                  | passed | 0.01046 seconds |
./spec/requests/enliterator/considerer_run_spec.rb[1:2:2]                  | passed | 0.00928 seconds |
./spec/requests/enliterator/considerer_run_spec.rb[1:3:1]                  | passed | 0.0046 seconds  |
./spec/requests/enliterator/considerer_run_spec.rb[1:3:2]                  | passed | 0.00482 seconds |
./spec/requests/enliterator/contexts_spec.rb[1:1:1]                        | passed | 0.00815 seconds |
./spec/requests/enliterator/contexts_spec.rb[1:2:1]                        | passed | 0.01574 seconds |
./spec/requests/enliterator/contexts_spec.rb[1:2:2]                        | passed | 0.0275 seconds  |
./spec/requests/enliterator/contexts_spec.rb[1:2:3]                        | passed | 0.02263 seconds |
./spec/requests/enliterator/contexts_spec.rb[1:2:4]                        | passed | 0.01115 seconds |
./spec/requests/enliterator/contexts_spec.rb[1:2:5]                        | passed | 0.01057 seconds |
./spec/requests/enliterator/conversation_federation_spec.rb[1:1:1]         | passed | 0.00221 seconds |
./spec/requests/enliterator/conversation_federation_spec.rb[1:1:2]         | passed | 0.0014 seconds  |
./spec/requests/enliterator/conversation_federation_spec.rb[1:1:3]         | passed | 0.00148 seconds |
./spec/requests/enliterator/conversation_federation_spec.rb[1:1:4]         | passed | 0.00146 seconds |
./spec/requests/enliterator/conversation_federation_spec.rb[1:2]           | passed | 0.0087 seconds  |
./spec/requests/enliterator/conversation_federation_spec.rb[1:3]           | passed | 0.00191 seconds |
./spec/requests/enliterator/conversation_federation_spec.rb[1:4]           | passed | 0.00113 seconds |
./spec/requests/enliterator/conversation_federation_spec.rb[1:5]           | passed | 0.00213 seconds |
./spec/requests/enliterator/conversation_federation_spec.rb[1:6]           | passed | 0.00089 seconds |
./spec/requests/enliterator/conversation_federation_spec.rb[1:7]           | passed | 0.00204 seconds |
./spec/requests/enliterator/conversation_federation_spec.rb[1:8:1]         | passed | 0.00658 seconds |
./spec/requests/enliterator/conversation_federation_spec.rb[1:8:2]         | passed | 0.01959 seconds |
./spec/requests/enliterator/conversation_federation_spec.rb[1:8:3]         | passed | 0.00306 seconds |
